,time,pos_x,pos_y,pos_z,speed_x,speed_y,speed_z,bias_x,bias_y,bias_z
0,632381.535607829,0.053174,0.176946,0.108316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,632381.540551676,0.053174,0.176946,0.108316,-0.000125,-0.000187,0.000255,-0.000010,-0.000007,0.000015
2,632381.545495524,0.053173,0.176946,0.108318,-0.000145,-0.000272,0.000646,-0.000020,-0.000014,0.000030
3,632381.550439372,0.053172,0.176944,0.108321,-0.000106,-0.000391,0.000793,-0.000030,-0.000022,0.000045
4,632381.555352702,0.053172,0.176943,0.108325,-0.000013,-0.000367,0.000821,-0.000040,-0.000029,0.000060
5,632381.560296549,0.053171,0.176941,0.108329,0.000211,-0.000085,0.000791,-0.000050,-0.000036,0.000075
6,632381.565240397,0.053172,0.176940,0.108333,0.000377,0.000324,0.000470,-0.000061,-0.000043,0.000090
7,632381.570184245,0.053174,0.176942,0.108335,0.000521,0.000905,0.000140,-0.000071,-0.000051,0.000105
8,632381.575128092,0.053177,0.176946,0.108336,0.000618,0.001545,-0.000139,-0.000081,-0.000058,0.000120
9,632381.580071940,0.053182,0.176953,0.108335,0.000973,0.002283,-0.000476,-0.000091,-0.000065,0.000135
10,632381.584985270,0.053188,0.176963,0.108333,0.001319,0.002926,-0.000827,-0.000101,-0.000072,0.000150
11,632381.589929118,0.053197,0.176976,0.108328,0.001450,0.003700,-0.001266,-0.000111,-0.000079,0.000165
12,632381.594872965,0.053207,0.176993,0.108322,0.001630,0.004379,-0.001798,-0.000121,-0.000087,0.000180
13,632381.599816813,0.053218,0.177013,0.108313,0.001820,0.004988,-0.002263,-0.000131,-0.000094,0.000195
14,632381.604791178,0.053231,0.177036,0.108302,0.001928,0.005694,-0.002741,-0.000141,-0.000101,0.000210
15,632381.609704508,0.053244,0.177063,0.108288,0.001878,0.006412,-0.003100,-0.000151,-0.000108,0.000225
16,632381.614617838,0.053258,0.177092,0.108273,0.001887,0.007048,-0.003490,-0.000161,-0.000116,0.000240
17,632381.619561686,0.053273,0.177125,0.108255,0.001839,0.007254,-0.003849,-0.000172,-0.000123,0.000255
18,632381.624505534,0.053287,0.177159,0.108236,0.001677,0.007206,-0.004146,-0.000182,-0.000130,0.000270
