,time,pos_x,pos_y,pos_z,speed_x,speed_y,speed_z,bias_x,bias_y,bias_z
0,632381.535607829,0.046833,0.159575,0.112056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,632381.540551676,0.046833,0.159575,0.112056,-0.000125,-0.000187,0.000255,-0.000008,-0.000013,0.000023
2,632381.545495524,0.046832,0.159574,0.112057,-0.000145,-0.000272,0.000646,-0.000016,-0.000026,0.000046
3,632381.550439372,0.046832,0.159573,0.112061,-0.000106,-0.000391,0.000793,-0.000024,-0.000039,0.000069
4,632381.555352702,0.046831,0.159571,0.112065,-0.000013,-0.000367,0.000821,-0.000032,-0.000052,0.000092
5,632381.560296549,0.046830,0.159569,0.112069,0.000211,-0.000085,0.000791,-0.000040,-0.000065,0.000115
6,632381.565240397,0.046831,0.159569,0.112073,0.000378,0.000323,0.000470,-0.000048,-0.000077,0.000138
7,632381.570184245,0.046833,0.159570,0.112075,0.000521,0.000904,0.000140,-0.000056,-0.000090,0.000161
8,632381.575128092,0.046837,0.159574,0.112076,0.000619,0.001544,-0.000139,-0.000063,-0.000103,0.000184
9,632381.580071940,0.046841,0.159581,0.112075,0.000973,0.002281,-0.000475,-0.000071,-0.000116,0.000207
10,632381.584985270,0.046847,0.159591,0.112072,0.001320,0.002924,-0.000826,-0.000079,-0.000129,0.000230
11,632381.589929118,0.046856,0.159604,0.112068,0.001451,0.003697,-0.001266,-0.000087,-0.000142,0.000253
12,632381.594872965,0.046866,0.159621,0.112062,0.001631,0.004376,-0.001797,-0.000095,-0.000155,0.000276
13,632381.599816813,0.046877,0.159641,0.112053,0.001821,0.004984,-0.002262,-0.000103,-0.000168,0.000299
14,632381.604791178,0.046890,0.159664,0.112042,0.001930,0.005690,-0.002741,-0.000111,-0.000181,0.000323
15,632381.609704508,0.046904,0.159690,0.112028,0.001880,0.006408,-0.003099,-0.000119,-0.000194,0.000345
16,632381.614617838,0.046918,0.159720,0.112013,0.001889,0.007043,-0.003490,-0.000127,-0.000207,0.000368
17,632381.619561686,0.046933,0.159753,0.111995,0.001841,0.007248,-0.003848,-0.000135,-0.000219,0.000391
18,632381.624505534,0.046947,0.159787,0.111976,0.001679,0.007199,-0.004145,-0.000143,-0.000232,0.000414
19,632381.629449381,0.046961,0.159820,0.111955,0.001585,0.007213,-0.004497,-0.000151,-0.000245,0.000437
20,632381.634362711,0.046975,0.159854,0.111933,0.001444,0.007104,-0.004828,-0.000159,-0.000258,0.000460
21,632381.639306559,0.046987,0.159887,0.111909,0.001194,0.007039,-0.004986,-0.000166,-0.000271,0.000483
22,632381.644250407,0.046999,0.159921,0.111884,0.001055,0.006953,-0.005038,-0.000174,-0.000284,0.000506
23,632381.649194254,0.047009,0.159954,0.111859,0.000800,0.006759,-0.004982,-0.000182,-0.000297,0.000530
24,632381.654138102,0.047018,0.159986,0.111834,0.000517,0.006615,-0.005022,-0.000190,-0.000310,0.000553
25,632381.659051432,0.047026,0.160018,0.111810,0.000231,0.006331,-0.004868,-0.000198,-0.000323,0.000575
26,632381.663995280,0.047032,0.160048,0.111785,-0.000233,0.005965,-0.004624,-0.000206,-0.000336,0.000599
27,632381.668939127,0.047036,0.160077,0.111762,-0.000759,0.005527,-0.004134,-0.000214,-0.000348,0.000622
28,632381.673882975,0.047036,0.160105,0.111742,-0.001500,0.004963,-0.003463,-0.000222,-0.000361,0.000645
29,632381.678826823,0.047033,0.160130,0.111724,-0.002251,0.004523,-0.002954,-0.000230,-0.000374,0.000668
30,632381.683740153,0.047026,0.160154,0.111710,-0.003043,0.004248,-0.002478,-0.000238,-0.000387,0.000691
31,632381.688684000,0.047014,0.160177,0.111697,-0.003848,0.003774,-0.002017,-0.000246,-0.000400,0.000714
32,632381.693658366,0.046998,0.160198,0.111687,-0.004745,0.003431,-0.001449,-0.000254,-0.000413,0.000737
33,632381.698571696,0.046978,0.160218,0.111680,-0.005603,0.003324,-0.000947,-0.000262,-0.000426,0.000760
34,632381.703515543,0.046953,0.160239,0.111675,-0.006541,0.003298,-0.000410,-0.000270,-0.000439,0.000783
35,632381.708459391,0.046924,0.160260,0.111673,-0.007380,0.003265,0.000089,-0.000278,-0.000452,0.000806
36,632381.713403239,0.046890,0.160282,0.111673,-0.008130,0.003404,0.000232,-0.000285,-0.000465,0.000829
