#Create Time :2023-04-12 16:23:08.172466 
87187.345798 8.122869 -3.541609 -0.508937
87187.350742 8.909133 -3.328635 -0.801989
87187.355685 9.706592 -2.936884 -1.142029
87187.360629 10.546829 -2.661536 -1.638349
87187.365573 11.232219 -2.456452 -2.061395
87187.370486 11.713599 -2.385606 -2.607635
87187.375430 11.874602 -2.415511 -3.278658
87187.380405 11.674058 -2.543409 -3.838690
87187.385348 11.118923 -2.779223 -4.046097
87187.390292 10.303512 -3.021763 -3.783277
87187.395236 9.583653 -3.378125 -3.242477
87187.400180 9.090667 -4.079646 -2.894639
87187.405124 8.524917 -4.830516 -2.630649
87187.410068 8.062758 -5.509102 -2.400826
87187.415012 7.741965 -5.971257 -2.083596
87187.419955 7.568443 -6.257358 -1.793723
87187.424899 7.607104 -6.354135 -1.464050
87187.429813 7.668441 -6.337320 -1.159273
87187.434726 7.687091 -6.322837 -0.987116
87187.439670 7.653223 -6.406003 -0.950373
87187.444614 7.720399 -6.569797 -0.953347
87187.449527 8.027173 -6.664006 -0.884182
87187.454471 8.538396 -6.483942 -0.748590
87187.459415 9.306939 -5.971663 -0.805794
87187.464358 10.067089 -5.221559 -1.096138
87187.469302 10.813538 -4.417982 -1.551936
87187.474216 11.545651 -3.772929 -1.980982
87187.479159 12.188257 -3.209279 -2.413964
87187.484103 12.642386 -2.888569 -2.772560
87187.489047 12.831691 -2.956725 -3.080853
87187.493991 12.565064 -3.338551 -3.290552
87187.498904 12.164829 -3.934318 -3.390813
87187.503848 12.129227 -4.686412 -3.312403
87187.508792 12.419481 -5.496573 -3.324311
87187.513736 12.783685 -6.233417 -3.646143
87187.518680 13.112837 -6.891775 -3.962894
87187.523624 13.242409 -7.672150 -4.253062
87187.528567 13.008259 -8.560526 -4.604547
87187.533481 12.500287 -9.387522 -4.904959
87187.538425 11.466959 -9.756357 -4.602510
87187.543368 10.176153 -9.480858 -3.618221
87187.548282 9.300890 -9.112331 -2.861614
87187.553256 8.657593 -8.897516 -2.512708
87187.558200 8.160225 -8.570453 -2.161704
87187.563144 8.059218 -8.067691 -1.865904
87187.568088 8.430857 -7.377084 -1.611183
87187.573032 9.079764 -6.474952 -1.457167
87187.577945 9.745657 -5.413449 -1.546332
87187.582858 10.330296 -4.419251 -1.556078
87187.587802 10.951554 -3.420271 -1.460487
87187.592746 11.537997 -2.528524 -1.361578
87187.597690 11.939934 -1.649379 -1.287134
87187.602603 12.149255 -0.719193 -1.254581
87187.607547 12.199099 0.141189 -1.246037
87187.612491 12.189936 0.894791 -1.284078
87187.617404 12.173117 1.494109 -1.222297
87187.622348 12.041947 1.879846 -1.034294
87187.627292 11.792267 2.087975 -0.746560
87187.632236 11.365806 2.115004 -0.263347
87187.637180 10.812284 1.979227 0.022912
87187.642093 10.101976 1.751748 0.149167
87187.647037 9.400380 1.717897 0.322943
87187.651981 8.798561 1.695238 0.393530
87187.656894 8.231487 1.594512 0.320154
87187.661838 7.747394 1.424061 0.186680
87187.666782 7.457618 1.041285 -0.022844
87187.671725 7.303694 0.606104 -0.211118
87187.676669 7.202124 0.174154 -0.223533
87187.681583 7.154319 -0.258077 -0.066495
87187.686526 7.213129 -0.577750 -0.000331
87187.691470 7.345656 -0.937314 0.109072
87187.696414 7.541783 -1.227439 0.236307
87187.701358 7.730951 -1.505347 0.277949
87187.706271 7.907458 -1.782623 0.287370
87187.711215 7.982221 -2.064547 0.290734
87187.716159 8.021656 -2.384459 0.243087
87187.721103 7.989157 -2.769927 0.149626
87187.726047 7.964137 -3.072293 0.144553
87187.730991 7.913379 -3.335163 0.125023
87187.735934 7.871436 -3.505957 0.090000
87187.740848 7.838046 -3.556119 0.037884
87187.745792 7.845799 -3.587078 -0.085496
87187.750735 7.895715 -3.493314 -0.241807
87187.755679 7.909613 -3.391137 -0.385502
87187.760623 7.989340 -3.236747 -0.544005
87187.765536 8.123753 -3.122902 -0.661064
87187.770480 8.229609 -3.068869 -0.734978
87187.775455 8.382208 -2.968704 -0.792966
87187.780399 8.501606 -2.854316 -0.873744
87187.785342 8.591264 -2.770545 -0.903997
87187.790256 8.655861 -2.652146 -0.953900
87187.795200 8.706344 -2.500185 -0.959782
87187.800143 8.717925 -2.425124 -0.928788
87187.805087 8.714990 -2.321058 -0.933403
87187.810031 8.719131 -2.222071 -0.917803
87187.814944 8.666656 -2.168154 -0.868014
87187.819888 8.700187 -2.118082 -0.854113
87187.824802 8.700581 -2.085144 -0.849788
87187.829745 8.727868 -2.070391 -0.920384
87187.834689 8.770172 -2.076779 -1.048790
87187.839633 8.884814 -2.068334 -1.117167
87187.844546 8.998919 -2.057349 -1.228455
87187.849490 9.098340 -2.030817 -1.281931
87187.854434 9.170111 -2.007679 -1.321709
87187.859378 9.203211 -2.021517 -1.411799
87187.864291 9.283891 -1.987801 -1.442859
87187.869235 9.336319 -1.923262 -1.443686
87187.874179 9.353178 -1.880823 -1.478729
87187.879123 9.390595 -1.894612 -1.443805
87187.884067 9.323235 -1.900460 -1.470483
87187.889011 9.305126 -1.921287 -1.452957
87187.893924 9.276648 -1.946030 -1.467827
87187.898868 9.243546 -1.994102 -1.487502
87187.903812 9.271241 -1.997940 -1.497150
87187.908755 9.356051 -2.036241 -1.560340
87187.913699 9.493075 -2.078204 -1.643928
87187.918643 9.636488 -2.085010 -1.693030
87187.923587 9.795964 -2.115251 -1.731742
87187.928531 9.976490 -2.195554 -1.813958
87187.933444 10.211294 -2.301174 -1.939235
87187.938357 10.371524 -2.528883 -1.995286
87187.943301 10.457604 -2.754815 -1.992519
87187.948245 10.351964 -3.004279 -1.935189
87187.953189 10.156208 -3.215072 -1.804461
87187.958133 9.944447 -3.394194 -1.699865
87187.963077 9.833128 -3.591426 -1.543717
87187.967990 9.846224 -3.741765 -1.413008
87187.972934 10.033378 -3.859465 -1.323718
87187.977878 10.321188 -4.010946 -1.298152
87187.982822 10.738586 -4.187335 -1.385584
87187.987765 11.230578 -4.360029 -1.585910
87187.992709 11.820007 -4.619365 -1.896015
87187.997623 12.390036 -4.754711 -2.126975
87188.002566 12.819146 -5.008632 -2.277591
87188.007510 13.031754 -5.393405 -2.461479
87188.012454 13.050656 -5.858008 -2.610287
87188.017398 12.751100 -6.198139 -2.756139
87188.022342 12.284398 -6.326775 -2.767902
87188.027286 11.597347 -6.034678 -2.337556
87188.032230 10.927215 -5.369539 -1.399761
87188.037173 10.459696 -5.150046 -0.331593
87188.042117 9.872018 -5.301246 0.688186
87188.047031 9.166276 -5.359367 1.669065
87188.051974 8.636325 -5.397429 2.492942
87188.056888 8.052395 -5.376667 3.184257
87188.061832 7.568905 -5.217385 3.687997
87188.066775 7.422794 -5.060822 3.868292
87188.071719 7.739737 -4.927185 3.797955
87188.076633 8.382803 -5.029176 3.461849
87188.081576 9.007499 -5.300462 2.877915
87188.086520 9.606696 -5.549126 2.612523
87188.091464 10.060001 -5.649541 2.852009
87188.096408 10.412126 -5.830192 3.201616
87188.101321 10.662577 -5.994064 3.459924
87188.106265 10.758018 -6.013815 3.770555
87188.111209 10.550020 -5.821582 4.093590
87188.116153 10.047868 -5.492549 4.317652
87188.121097 9.545498 -5.184685 4.479423
87188.126041 9.013379 -5.023573 4.639304
87188.131015 8.604602 -5.055244 4.888828
87188.135928 8.311039 -5.135630 5.131716
87188.140842 8.004649 -5.305918 5.273391
87188.145785 7.596475 -5.692081 5.401341
87188.150729 7.133645 -6.316339 5.527194
87188.155643 6.792906 -7.085514 5.614265
87188.160586 6.583486 -7.790112 5.671182
87188.165530 6.568438 -8.166829 5.531116
87188.170474 6.641990 -8.129848 5.040784
87188.175418 6.755169 -7.628230 4.251081
87188.180331 6.945995 -6.909070 3.312251
87188.185306 7.287410 -6.310161 2.327721
87188.190250 7.584318 -5.812946 1.349391
87188.195193 7.764657 -5.336022 0.593513
87188.200137 7.846782 -4.829477 0.147837
87188.205081 7.966836 -4.370454 -0.201568
87188.210025 8.192800 -3.958424 -0.528962
87188.214969 8.264518 -3.554715 -0.867416
87188.219913 8.288810 -3.173438 -1.230498
87188.224857 8.333321 -2.782173 -1.616700
87188.229800 8.400549 -2.343596 -2.027570
87188.234714 8.440498 -1.921319 -2.478242
87188.239658 8.556325 -1.652741 -2.906400
87188.244601 8.731399 -1.344250 -3.196641
87188.249545 8.915990 -1.063253 -3.485616
87188.254489 9.187067 -0.871527 -3.651246
87188.259433 9.420397 -0.500861 -3.593926
87188.264377 9.516220 -0.198463 -3.399710
87188.269321 9.470959 0.052044 -2.987076
87188.274234 9.360110 0.142645 -2.405641
87188.279178 9.172756 0.147962 -1.654751
87188.284122 8.981428 0.079032 -0.697673
87188.289066 8.810834 0.025260 0.250784
87188.293979 8.712855 -0.051910 1.199054
87188.298923 8.577817 -0.235756 2.095924
87188.303867 8.397107 -0.478133 2.931902
87188.308810 8.192404 -0.794437 3.659708
87188.313754 7.895150 -1.189428 4.205790
87188.318668 7.606458 -1.591550 4.648057
87188.323611 7.382061 -1.933705 4.939251
87188.328555 7.197598 -2.201512 5.066784
87188.333499 7.072096 -2.375036 4.939688
87188.338443 7.106953 -2.496417 4.461553
87188.343387 7.315680 -2.549531 3.797169
87188.348300 7.510296 -2.454896 3.041145
87188.353244 7.738911 -2.258184 2.260549
87188.358188 7.955731 -2.120950 1.574113
87188.363132 8.159129 -1.973645 0.980352
87188.368045 8.357205 -1.902331 0.557032
87188.372989 8.502264 -1.884266 0.267587
87188.377933 8.624059 -1.859569 0.101533
87188.382877 8.638348 -1.891390 0.004325
87188.387820 8.684535 -1.968024 -0.008785
87188.392734 8.750381 -2.070250 -0.004909
87188.397678 8.847151 -2.240720 0.045985
87188.402591 8.940166 -2.405636 0.205225
87188.407504 9.108558 -2.604822 0.305020
87188.412448 9.248554 -2.870757 0.410764
87188.417392 9.409297 -3.220137 0.578070
87188.422336 9.603160 -3.610154 0.760594
87188.427280 9.732006 -4.032305 1.031714
87188.432223 9.808410 -4.367666 1.344035
87188.437137 9.817268 -4.608886 1.743597
87188.442081 9.676024 -4.737045 2.136842
87188.447024 9.470235 -4.687425 2.531648
87188.451938 9.280841 -4.439405 2.900258
87188.456882 9.192470 -4.199546 3.211021
87188.461826 9.189070 -4.034577 3.378172
87188.466769 9.077767 -3.903591 3.518227
87188.471683 8.976525 -3.662828 3.608625
87188.476627 8.912618 -3.406536 3.605675
87188.481570 8.949678 -3.234919 3.420281
87188.486514 9.067505 -2.994246 3.124699
87188.491458 9.329167 -2.646582 2.698178
87188.496371 9.807126 -2.323505 2.056478
87188.501315 10.356479 -2.067487 1.387757
87188.506259 10.862166 -1.891329 0.746723
87188.511203 11.504695 -1.793802 0.118445
87188.516147 12.245965 -1.798308 -0.344381
87188.521060 13.009143 -1.973403 -0.605198
87188.526004 13.546156 -2.405032 -0.651401
87188.530948 13.859877 -3.052244 -0.416964
87188.535922 13.872715 -3.856782 0.251717
87188.540866 13.609323 -4.640679 1.348641
87188.545779 13.245922 -5.545867 2.587391
87188.550693 12.746405 -6.427311 3.817130
87188.555637 11.982619 -7.136054 5.044227
87188.560580 11.043880 -7.660394 5.943530
87188.565524 10.002317 -7.840299 6.565856
87188.570468 9.085008 -7.619354 7.013898
87188.575412 8.428826 -7.168521 7.199528
87188.580325 8.114044 -6.538003 7.053964
87188.585269 8.149237 -5.870456 6.596402
87188.590213 8.372356 -5.360437 5.869997
87188.595157 8.573520 -5.111352 4.938890
87188.600101 8.820142 -4.790273 4.023480
87188.605045 9.245474 -4.551467 3.096630
87188.609988 9.617560 -4.262417 2.355044
87188.614902 9.967028 -3.919018 1.776018
87188.619815 10.300806 -3.635058 1.279432
87188.624759 10.577675 -3.411285 0.817021
87188.629703 10.696820 -3.071053 0.349951
87188.634647 10.801740 -2.740959 -0.058620
87188.639590 10.850564 -2.385923 -0.468897
87188.644534 10.834979 -1.974747 -0.781925
87188.649478 10.732576 -1.532487 -1.003660
87188.654391 10.591189 -1.123723 -1.120757
87188.659335 10.403872 -0.787761 -1.149596
87188.664279 10.269529 -0.453487 -1.046346
87188.669223 10.094288 -0.190308 -0.858493
87188.674167 9.865290 0.095576 -0.645382
87188.679080 9.670067 0.319562 -0.416656
87188.684024 9.473535 0.559354 -0.255736
87188.688968 9.271070 0.761172 -0.125216
87188.693912 9.053474 0.823979 0.069615
87188.698856 8.850543 0.776300 0.359094
87188.703799 8.602896 0.685185 0.715906
87188.708713 8.421046 0.463633 1.180716
87188.713657 8.285176 0.167280 1.705582
87188.718631 8.164168 -0.144200 2.214387
87188.723544 8.026888 -0.338187 2.671667
87188.728519 7.904864 -0.446319 3.028498
87188.733462 7.763111 -0.584221 3.274761
87188.738406 7.619411 -0.784064 3.427595
87188.743320 7.604615 -0.989988 3.501570
87188.748263 7.619130 -1.145959 3.526662
87188.753207 7.642300 -1.247952 3.467663
87188.758151 7.715206 -1.300818 3.429756
87188.763065 7.779257 -1.366569 3.311827
87188.768008 7.853688 -1.416613 3.129886
87188.772952 7.957106 -1.462433 2.929722
87188.777896 8.017144 -1.502584 2.718419
87188.782840 8.051562 -1.528315 2.486296
87188.787784 8.157735 -1.594976 2.221205
87188.792697 8.242888 -1.648597 1.983552
87188.797641 8.326506 -1.714062 1.786518
87188.802585 8.464993 -1.803299 1.556266
87188.807529 8.542500 -1.862983 1.385176
87188.812472 8.682843 -1.909487 1.287473
87188.817386 8.829812 -1.946445 1.179348
87188.822299 8.960808 -1.940794 1.123284
87188.827274 9.059816 -1.901922 1.159937
87188.832217 9.125881 -1.855872 1.195402
87188.837131 9.143338 -1.829398 1.265494
87188.842075 9.162006 -1.733559 1.385737
87188.846988 9.167330 -1.619813 1.579644
87188.851932 9.167811 -1.571813 1.648775
87188.856876 9.127056 -1.525798 1.765053
87188.861819 9.066105 -1.485347 1.874750
87188.866733 8.986115 -1.496439 1.946886
87188.871677 8.963006 -1.466398 2.047257
87188.876620 8.906320 -1.483793 2.131883
87188.881564 8.844721 -1.484549 2.185773
87188.886508 8.770296 -1.486799 2.254671
87188.891421 8.720864 -1.514803 2.365834
87188.896365 8.690255 -1.582875 2.403756
87188.901309 8.705735 -1.649668 2.457732
87188.906253 8.801202 -1.679523 2.486732
87188.911197 8.930327 -1.765461 2.470093
87188.916141 9.102999 -1.844200 2.414000
87188.921054 9.315687 -1.922440 2.380480
87188.925998 9.516230 -1.978825 2.264004
87188.930942 9.719917 -2.043216 2.110244
87188.935886 9.969216 -2.109246 1.913410
87188.940829 10.191397 -2.243492 1.758380
87188.945773 10.439878 -2.417978 1.647953
87188.950687 10.715399 -2.588938 1.521433
87188.955630 10.961293 -2.718370 1.393961
87188.960574 11.122387 -2.776121 1.233041
87188.965518 11.212819 -2.834287 1.136270
87188.970431 11.249400 -2.821281 1.005817
87188.975375 11.090131 -2.737676 0.913445
87188.980319 10.864361 -2.524802 0.817250
87188.985263 10.666827 -2.352458 0.770762
87188.990207 10.538131 -2.097506 0.723000
87188.995151 10.474219 -1.877754 0.691990
87189.000064 10.537577 -1.771096 0.732760
87189.005008 10.769992 -1.741946 0.810531
87189.009952 11.175514 -1.797704 0.790000
87189.014896 11.634432 -2.023182 0.794910
87189.019839 12.047520 -2.244129 0.734167
87189.024783 12.551042 -2.495573 0.669918
87189.029697 12.974122 -2.822860 0.720580
87189.034671 12.965072 -2.997758 0.870891
87189.039615 12.156255 -2.852262 1.112029
87189.044559 10.998059 -2.592579 1.449878
87189.049503 10.248938 -2.366702 1.985590
87189.054416 9.650070 -2.138655 2.593814
87189.059360 9.144568 -1.913907 3.152542
87189.064304 8.544389 -1.800209 3.488070
87189.069247 7.908218 -1.812701 3.700078
87189.074161 7.455955 -1.956523 3.892192
87189.079105 7.214574 -2.217527 4.000971
87189.084048 7.290131 -2.646754 3.990737
87189.088992 7.773170 -3.190783 3.802248
87189.093936 8.409081 -3.691896 3.467281
87189.098880 8.915674 -4.117044 3.285608
87189.103793 9.346174 -4.543399 3.343635
87189.108737 9.854425 -5.010443 3.767132
87189.113681 10.350464 -5.497829 4.295696
87189.118625 10.672388 -5.888093 4.807049
87189.123569 10.886885 -6.152643 5.230063
87189.128513 11.086278 -6.193508 5.838895
87189.133456 10.930242 -5.897110 6.662047
87189.138400 10.159985 -5.106544 7.388751
87189.143314 9.092966 -3.831304 7.990812
87189.148257 8.319558 -2.831370 8.931237
87189.153201 7.765419 -2.275125 10.291299
87189.158115 7.254520 -1.793892 11.836945
87189.163058 6.734995 -1.172658 13.319779
87189.168002 6.168732 -0.409063 14.415353
87189.172946 5.717272 0.099485 15.082007
87189.177859 5.668503 0.235992 15.299330
87189.182803 5.758071 0.060992 15.035970
87189.187747 5.916576 -0.406859 14.154131
87189.192691 5.957588 -0.928669 12.711575
87189.197635 6.032374 -1.390973 11.212418
87189.202579 6.308452 -1.768798 9.776805
87189.207492 6.674024 -2.215612 8.615535
87189.212436 7.064998 -2.630110 7.519718
87189.217410 7.394522 -2.970015 6.467595
87189.222293 7.616045 -3.175523 5.442872
87189.227237 7.825916 -3.302304 4.519943
87189.232181 7.978758 -3.430773 3.619538
87189.237125 8.107464 -3.618322 2.584355
87189.242068 8.193561 -3.622133 1.694066
87189.247012 8.257887 -3.574856 0.994330
87189.251926 8.302029 -3.444430 0.339953
87189.256869 8.178482 -3.182321 -0.191680
87189.261783 8.122713 -3.079169 -0.551144
87189.266727 8.147493 -3.121449 -0.934380
87189.271670 8.074312 -3.087044 -1.323251
87189.276614 8.102736 -3.035412 -1.651618
87189.281558 8.262711 -2.940989 -1.938570
87189.286472 8.363714 -2.765400 -2.150248
87189.291415 8.412933 -2.483216 -2.296726
87189.296359 8.448744 -2.135826 -2.363802
87189.301303 8.401975 -1.779504 -2.252959
87189.306247 8.373470 -1.405138 -2.001323
87189.311191 8.244213 -0.965317 -1.653649
87189.316135 8.145999 -0.438575 -1.195501
87189.321048 8.038513 0.110944 -0.746108
87189.325992 7.863958 0.704480 -0.274680
87189.330905 7.620553 1.346073 0.185957
87189.335849 7.335200 1.790207 0.674827
87189.340793 7.099536 2.093097 1.083616
87189.345737 6.818922 2.514830 1.347374
87189.350680 6.693026 2.831448 1.592229
87189.355624 6.588365 2.965211 1.869261
87189.360568 6.550867 3.062363 2.143882
87189.365512 6.568920 3.034352 2.451536
87189.370425 6.654328 2.375274 2.952110
87189.375369 6.827752 1.543697 3.425452
87189.380313 6.942453 1.258464 3.661378
87189.385257 6.904522 0.994403 3.838002
87189.390201 7.027610 0.645924 3.787026
87189.395114 7.307301 0.289043 3.565227
87189.400058 7.591057 -0.036045 3.234678
87189.405002 7.896796 -0.410777 2.773896
87189.409946 8.145687 -0.931113 2.275987
87189.414889 8.331911 -1.517167 1.942762
87189.419803 8.478578 -1.915476 1.693736
87189.424747 8.608969 -2.020084 1.489691
87189.429691 8.796349 -1.944278 1.293574
87189.434634 9.049519 -1.831361 1.158280
87189.439578 9.333688 -1.867887 1.122863
87189.444522 9.633351 -2.084082 1.116051
87189.449435 9.976122 -2.406766 1.187363
87189.454379 10.362089 -2.785089 1.425646
87189.459323 10.695207 -3.125375 1.780130
87189.464267 10.989379 -3.423425 2.318121
87189.469211 11.273518 -3.861585 3.102633
87189.474155 11.502179 -4.586950 4.082722
87189.479068 11.606564 -5.334191 5.011783
87189.484012 11.451110 -5.604795 5.771636
87189.488956 11.206983 -5.430854 6.297135
87189.493899 10.994036 -4.712314 6.571123
87189.498813 10.897206 -3.714960 6.640569
87189.503757 10.954748 -3.129971 6.665116
87189.508701 11.016982 -2.770885 6.428302
87189.513644 10.920711 -2.394926 5.829305
87189.518588 11.056270 -2.111303 5.002731
87189.523502 11.466050 -1.912040 4.087130
87189.528445 11.989873 -1.802117 3.166415
87189.533389 12.576793 -1.764852 2.287278
87189.538333 13.209676 -1.714633 1.515619
87189.543277 13.820665 -1.642885 0.852407
87189.548221 14.334802 -1.533275 0.439739
87189.553165 14.571315 -1.369162 0.312769
87189.558078 14.315760 -1.402090 0.560776
87189.563022 13.295572 -1.834890 1.339412
87189.567966 12.274873 -2.148357 2.337666
87189.572909 11.560858 -2.059332 3.393914
87189.577823 10.950554 -1.950862 4.689268
87189.582767 10.305091 -1.991127 6.023508
87189.587711 9.498684 -2.167609 7.186364
87189.592654 8.672628 -2.363314 8.215836
87189.597598 7.936802 -2.470420 9.138278
87189.602542 7.352290 -2.516598 9.834177
87189.607455 7.029456 -2.514546 10.223389
87189.612399 7.022490 -2.605985 10.315410
87189.617343 7.422704 -2.810373 10.081066
87189.622287 8.084285 -2.960233 9.409853
87189.627231 8.798724 -3.038618 8.431958
87189.632175 9.527972 -3.157436 7.429057
87189.637118 10.184368 -3.184613 6.417171
87189.642062 10.701111 -3.122898 5.499442
87189.646976 11.299996 -3.067587 4.540683
87189.651920 11.942551 -2.892732 3.553893
87189.656863 12.406875 -2.611787 2.751236
87189.661777 12.656782 -2.227496 2.043579
87189.666721 12.662019 -1.866756 1.367489
87189.671664 12.481695 -1.516241 0.757654
87189.676608 12.139585 -1.170136 0.223695
87189.681522 11.728385 -0.885809 -0.233465
87189.686465 11.219518 -0.664054 -0.532168
87189.691409 10.564917 -0.501882 -0.597355
87189.696353 9.874410 -0.527180 -0.491919
87189.701297 9.372668 -0.428976 -0.274957
87189.706241 9.054876 -0.251806 0.039155
87189.711154 8.839144 -0.086034 0.340165
87189.716098 8.661471 0.082680 0.577805
87189.721011 8.502836 0.212748 0.738189
87189.725955 8.302680 0.307972 0.953043
87189.730930 8.080909 0.430779 1.202754
87189.735904 7.789190 0.544778 1.442722
87189.740848 7.452230 0.716548 1.711541
87189.745792 7.123532 0.839413 2.005884
87189.750705 6.805765 0.941129 2.213070
87189.755649 6.552935 0.996595 2.352959
87189.760562 6.396022 1.035007 2.468308
87189.765506 6.302476 0.986061 2.486838
87189.770450 6.347168 0.799403 2.396338
87189.775394 6.403124 0.496566 2.342018
87189.780337 6.593617 0.130666 2.299018
87189.785251 6.783095 -0.132816 2.228319
87189.790195 6.905565 -0.388306 2.246681
87189.795138 7.088386 -0.588277 2.287340
87189.800082 7.222623 -0.752298 2.335201
87189.805026 7.400667 -0.834568 2.354495
87189.809940 7.598044 -0.972390 2.428392
87189.814883 7.727548 -1.059636 2.519257
87189.819827 7.725553 -1.155916 2.618576
87189.824771 7.720896 -1.228730 2.712414
87189.829715 7.717931 -1.238072 2.773370
87189.834628 7.718251 -1.263569 2.785458
87189.839572 7.708442 -1.248491 2.780012
87189.844516 7.724373 -1.215558 2.784361
87189.849429 7.793892 -1.194649 2.785036
87189.854373 7.844138 -1.213307 2.863174
87189.859317 7.867501 -1.188929 2.885337
87189.864261 7.951958 -1.239366 2.947215
87189.869174 8.025026 -1.286677 3.024425
87189.874118 8.113920 -1.410212 3.046117
87189.879062 8.200317 -1.545332 3.085686
87189.884006 8.323423 -1.633602 3.082143
87189.888950 8.481179 -1.737491 3.130070
87189.893863 8.580461 -1.772481 3.168251
87189.898807 8.625688 -1.781741 3.185723
87189.903751 8.594598 -1.756433 3.184503
87189.908694 8.499496 -1.711177 3.151811
87189.913638 8.402163 -1.630666 3.110159
87189.918582 8.369435 -1.609645 3.084353
87189.923526 8.334449 -1.584139 3.047134
87189.928470 8.368909 -1.558944 2.900289
87189.933383 8.520185 -1.577730 2.714419
87189.938327 8.641926 -1.616785 2.505035
87189.943271 8.838172 -1.698482 2.240469
87189.948215 9.083595 -1.804486 1.930187
87189.953128 9.354311 -1.905825 1.624615
87189.958072 9.596384 -2.050294 1.333549
87189.963016 9.835914 -2.228985 1.053998
87189.967929 10.168964 -2.379217 0.868145
87189.972873 10.493561 -2.536272 0.688466
87189.977817 10.783695 -2.627162 0.617434
87189.982761 11.022058 -2.697556 0.558697
87189.987704 11.202304 -2.733597 0.565576
87189.992648 11.340652 -2.759158 0.650236
87189.997562 11.371109 -2.794225 0.765720
87190.002505 11.357402 -2.821390 1.020651
87190.007449 11.196927 -2.871665 1.343212
87190.012393 10.996626 -2.933022 1.723237
87190.017337 10.828303 -2.884304 2.105285
87190.022250 10.698650 -2.869435 2.427169
87190.027225 10.638035 -2.838062 2.742326
87190.032169 10.811914 -2.831400 2.967617
87190.037112 11.178189 -2.826500 3.086223
87190.042056 11.642708 -2.852033 3.110833
87190.047000 12.258549 -3.020266 3.055486
87190.051913 12.897989 -3.301274 2.901220
87190.056857 13.430499 -3.662220 2.873820
87190.061801 13.662694 -3.994932 3.049777
87190.066745 13.168129 -4.254212 3.361480
87190.071689 11.970640 -4.190168 3.675812
87190.076633 10.993833 -3.791934 3.946060
87190.081546 10.478799 -3.286463 4.355183
87190.086490 10.016904 -2.818423 4.696012
87190.091434 9.510367 -2.439413 4.981077
87190.096378 8.910921 -2.248553 5.167432
87190.101321 8.126108 -2.146939 5.296446
87190.106265 7.313802 -2.068546 5.381573
87190.111179 6.620105 -1.997982 5.502404
87190.116122 6.122470 -1.930401 5.574137
87190.121066 5.794096 -1.937210 5.665496
87190.126010 5.656795 -2.046171 5.733155
87190.130954 5.874860 -2.266509 5.825481
87190.135867 6.580697 -2.441270 5.906776
87190.140811 7.361227 -2.683623 5.783732
87190.145755 8.279917 -3.027564 5.557085
87190.150699 9.096826 -3.236766 5.233614
87190.155643 9.769146 -3.355608 5.144611
87190.160556 10.530644 -3.471182 5.340472
87190.165469 11.125323 -3.574896 5.786520
87190.170413 11.464595 -3.567570 6.582582
87190.175357 11.355226 -3.235082 7.618757
87190.180270 10.489387 -2.561498 8.328090
87190.185214 9.315615 -1.679758 8.742319
87190.190158 8.339233 -1.019837 9.172080
87190.195102 7.675464 -0.614994 9.619607
87190.200046 7.045476 -0.214538 10.142248
87190.205020 6.359319 0.121096 10.744985
87190.209933 5.746841 0.149518 11.433748
87190.214847 5.612315 -0.204037 12.140284
87190.219791 6.044948 -0.776095 12.600922
87190.224734 6.430309 -1.197499 12.537480
87190.229678 6.599350 -1.462290 11.691481
87190.234561 6.831307 -1.804836 10.397660
87190.239535 7.083268 -2.194062 8.971673
87190.244479 7.332066 -2.610211 7.638911
87190.249423 7.447464 -2.895827 6.554947
87190.254367 7.654915 -3.042523 5.667738
87190.259311 7.932993 -3.032768 4.895198
87190.264224 8.159059 -2.879868 4.210295
87190.269168 8.337662 -2.693213 3.500143
87190.274112 8.420707 -2.553113 2.866606
87190.279056 8.511043 -2.472559 2.276202
87190.284000 8.545825 -2.297172 1.752636
87190.288913 8.392680 -2.136271 1.211810
87190.293857 8.450588 -2.154240 0.722025
87190.298801 8.586735 -2.196821 0.229306
87190.303744 8.627818 -2.217087 -0.248071
87190.308688 8.602439 -2.154296 -0.623359
87190.313632 8.544801 -2.068160 -0.903506
87190.318545 8.448608 -1.913490 -1.055722
87190.323520 8.348093 -1.733782 -1.143616
87190.328464 8.156231 -1.568597 -1.154295
87190.333408 8.018586 -1.411521 -1.109934
87190.338351 7.929602 -1.124391 -1.064837
87190.343295 7.808857 -0.839002 -1.012140
87190.348209 7.661495 -0.550890 -0.860279
87190.353152 7.502672 -0.266322 -0.650296
87190.358096 7.298627 0.034888 -0.458155
87190.363040 7.103807 0.308593 -0.276846
87190.367984 6.938224 0.574153 -0.037268
87190.372897 6.873428 0.776703 0.176352
87190.377841 6.790850 0.979577 0.384896
87190.382785 6.752903 1.119155 0.650095
87190.387729 6.679145 1.171202 0.941661
87190.392673 6.626334 1.149717 1.248237
87190.397586 6.641363 0.987726 1.669454
87190.402530 6.700010 0.654189 2.131120
87190.407474 6.761281 0.337905 2.483539
87190.412418 6.854996 0.214708 2.701611
87190.417331 6.929539 0.081908 2.820416
87190.422275 7.019231 -0.220375 2.846732
87190.427158 7.192974 -0.527390 2.808303
87190.432132 7.298176 -0.790955 2.708229
87190.437076 7.400993 -1.090514 2.675291
87190.442050 7.513655 -1.425349 2.666263
87190.446994 7.613158 -1.753669 2.604640
87190.451907 7.724621 -2.090404 2.577612
