#Create Time :2023-04-12 16:23:08.172466 
87160.388760 10.502063 3.463286 -3.582363
87160.393704 10.866422 3.743673 -3.579065
87160.398648 11.222276 4.029670 -3.582493
87160.403591 11.480554 4.200977 -3.575066
87160.408505 11.611800 4.257292 -3.572063
87160.413449 11.443139 4.179694 -3.477215
87160.418393 10.995585 3.929932 -3.365797
87160.423336 10.704815 3.702617 -3.354407
87160.428280 10.467452 3.535633 -3.371766
87160.433224 10.252251 3.273663 -3.352805
87160.438168 10.108586 2.965935 -3.348615
87160.443112 9.841683 2.854982 -3.348388
87160.448056 9.483388 2.933516 -3.440994
87160.452969 9.089465 2.964203 -3.583188
87160.457913 8.701059 2.946411 -3.683378
87160.462826 8.306544 2.924275 -3.820774
87160.467770 8.014040 2.906667 -3.964262
87160.472714 7.701195 2.836366 -4.061095
87160.477627 7.460493 2.824265 -4.059968
87160.482571 7.337493 2.853375 -4.114623
87160.487515 7.360778 2.891159 -4.165433
87160.492428 7.594906 2.994505 -4.026505
87160.497372 8.033103 3.152928 -3.863503
87160.502316 8.324906 3.312812 -3.899338
87160.507260 8.525701 3.347490 -4.158245
87160.512173 8.644800 3.349329 -4.545832
87160.517117 8.771027 3.366680 -5.044241
87160.522091 8.888551 3.252991 -5.565422
87160.527005 8.878545 3.023307 -6.033191
87160.531948 8.833226 2.735314 -6.432343
87160.536862 8.616863 2.391539 -6.893821
87160.541806 8.259461 1.930636 -7.296193
87160.546749 7.787074 1.328864 -7.797991
87160.551693 7.398122 0.855650 -8.478358
87160.556637 7.202682 0.744734 -9.357093
87160.561581 7.056636 0.941063 -10.309735
87160.566525 6.997267 1.219055 -11.146411
87160.571438 6.959514 1.313736 -11.653804
87160.576382 6.916921 1.274929 -11.704442
87160.581326 6.955513 1.381349 -11.277066
87160.586270 7.165735 1.651638 -10.525349
87160.591183 7.294526 1.891834 -9.482647
87160.596127 7.412234 2.081984 -8.428135
87160.601071 7.499831 2.345367 -7.495157
87160.606045 7.606928 2.643652 -6.699813
87160.610958 7.741006 2.776612 -6.025663
87160.615872 7.946662 2.857104 -5.439629
87160.620846 8.102282 2.965680 -4.899942
87160.625790 8.199975 3.053893 -4.337397
87160.630734 8.273533 3.053776 -3.863617
87160.635678 8.349062 3.025710 -3.450063
87160.640622 8.378343 2.963162 -3.043461
87160.645535 8.394285 3.012076 -2.772130
87160.650479 8.404745 3.048839 -2.510134
87160.655392 8.452086 2.999743 -2.195743
87160.660336 8.477713 2.979722 -1.861002
87160.665280 8.509676 2.935830 -1.556774
87160.670224 8.557125 2.833387 -1.297570
87160.675167 8.608887 2.683859 -1.076926
87160.680081 8.656498 2.573870 -0.838333
87160.685025 8.657884 2.393986 -0.687293
87160.689968 8.657905 2.200125 -0.602062
87160.694882 8.639391 1.964058 -0.598737
87160.699856 8.602529 1.733230 -0.712769
87160.704800 8.522122 1.509194 -0.867024
87160.709744 8.398012 1.328279 -1.061970
87160.714688 8.286424 1.118585 -1.346024
87160.719601 8.193024 0.935997 -1.671890
87160.724575 8.048231 0.779760 -1.983440
87160.729519 7.914173 0.685282 -2.295815
87160.734433 7.789950 0.666052 -2.600984
87160.739376 7.667312 0.693046 -2.954010
87160.744290 7.597677 0.760943 -3.277812
87160.749234 7.565362 0.883627 -3.591607
87160.754177 7.483332 1.055836 -3.872958
87160.759121 7.427392 1.250886 -4.045693
87160.764065 7.385580 1.503648 -4.095691
87160.769009 7.399285 1.771642 -4.096584
87160.773953 7.413601 2.059204 -4.011508
87160.778866 7.519898 2.247178 -3.773434
87160.783810 7.603367 2.343977 -3.532333
87160.788754 7.732002 2.447345 -3.308912
87160.793698 7.862872 2.531070 -3.041925
87160.798642 7.934880 2.615873 -2.802601
87160.803555 7.952387 2.639053 -2.491513
87160.808499 7.953969 2.694499 -2.240629
87160.813443 7.883730 2.756057 -2.027532
87160.818386 7.818791 2.707466 -1.915874
87160.823330 7.727642 2.691621 -1.830799
87160.828274 7.640395 2.717043 -1.776499
87160.833218 7.504567 2.656823 -1.821070
87160.838101 7.417415 2.579343 -1.843192
87160.843075 7.344946 2.600553 -1.904119
87160.847988 7.392087 2.713053 -1.926082
87160.852932 7.553776 2.877114 -2.119853
87160.857846 7.682952 2.992683 -2.435340
87160.862789 7.838941 3.006430 -2.863569
87160.867733 8.083041 3.113597 -3.361839
87160.872677 8.207858 3.214683 -3.824678
87160.877591 8.179193 3.340532 -4.148031
87160.882534 8.241346 3.550647 -4.472886
87160.887478 8.424097 3.776476 -4.705502
87160.892422 8.651103 3.974153 -4.870291
87160.897366 8.829074 4.100707 -4.983565
87160.902279 8.951076 4.177700 -5.030764
87160.907223 9.092727 4.325086 -5.099696
87160.912167 9.245370 4.408762 -5.174613
87160.917111 9.359709 4.467002 -5.229742
87160.922055 9.447307 4.460989 -5.285922
87160.926968 9.439029 4.323070 -5.414139
87160.931942 9.359057 4.075553 -5.505763
87160.936856 9.268589 3.855986 -5.580404
87160.941800 9.221587 3.647404 -5.639591
87160.946743 9.128592 3.489543 -5.593084
87160.951687 9.030700 3.311302 -5.364663
87160.956631 9.057196 3.185631 -4.952120
87160.961544 9.113928 3.161493 -4.524375
87160.966488 9.239618 3.192031 -4.028232
87160.971432 9.521336 3.300756 -3.601161
87160.976376 9.955465 3.477283 -3.242398
87160.981320 10.484868 3.697982 -2.962354
87160.986233 11.013573 3.866203 -2.778453
87160.991177 11.702607 4.110059 -2.691029
87160.996121 12.410670 4.368801 -2.641771
87161.001065 12.863655 4.484966 -2.635982
87161.006008 12.991767 4.537241 -2.793557
87161.010922 12.405100 4.487600 -3.170110
87161.015866 11.505462 4.309988 -3.890044
87161.020810 11.000914 4.158811 -4.989464
87161.025753 10.633825 3.797524 -6.327827
87161.030697 10.301569 3.276130 -7.775941
87161.035611 9.954560 2.749085 -9.156851
87161.040554 9.605693 2.175430 -10.399365
87161.045498 9.312000 1.539055 -11.396035
87161.050442 8.972638 1.004231 -12.008220
87161.055386 8.513368 0.727488 -11.985749
87161.060330 8.119240 0.782368 -11.416621
87161.065243 7.844989 1.145670 -10.214489
87161.070187 7.730130 1.642862 -8.683748
87161.075131 7.738919 1.901703 -7.101743
87161.080075 7.898856 2.036157 -5.649055
87161.085018 8.127641 2.205309 -4.414260
87161.089932 8.433173 2.416658 -3.413029
87161.094876 8.871026 2.562425 -2.681505
87161.099820 9.495236 2.710135 -2.111944
87161.104763 10.117797 2.759472 -1.694299
87161.109707 10.538073 2.693372 -1.298197
87161.114621 10.865456 2.644530 -0.948411
87161.119564 11.137858 2.712294 -0.629495
87161.124508 11.310610 2.750021 -0.320172
87161.129483 11.387924 2.666611 0.018433
87161.134396 11.343275 2.462550 0.320810
87161.139309 11.155702 2.076415 0.525410
87161.144253 10.957140 1.596875 0.548250
87161.149197 10.742051 1.055372 0.390704
87161.154141 10.540418 0.527981 0.044087
87161.159085 10.346266 0.034859 -0.324517
87161.163998 10.129137 -0.437948 -0.698732
87161.168942 9.882025 -0.822304 -1.076792
87161.173886 9.608460 -1.095661 -1.409605
87161.178830 9.372891 -1.292304 -1.751339
87161.183773 9.121266 -1.448910 -1.968579
87161.188717 8.860377 -1.555622 -2.161688
87161.193661 8.575517 -1.639890 -2.400203
87161.198574 8.292311 -1.611567 -2.573468
87161.203518 8.010844 -1.496114 -2.833706
87161.208462 7.690276 -1.355561 -3.084468
87161.213406 7.442155 -1.099987 -3.296835
87161.218319 7.272112 -0.781895 -3.398764
87161.223263 7.135494 -0.492841 -3.380533
87161.228207 7.125578 -0.206545 -3.306631
87161.233151 7.148132 0.129703 -3.165097
87161.238095 7.227551 0.410717 -3.002872
87161.243008 7.304398 0.699529 -2.864595
87161.247952 7.398720 0.919409 -2.760569
87161.252896 7.498016 1.074656 -2.704539
87161.257840 7.594760 1.218543 -2.682968
87161.262783 7.739589 1.337544 -2.642628
87161.267727 7.820875 1.462102 -2.645430
87161.272641 7.920121 1.551863 -2.657492
87161.277584 7.989544 1.612474 -2.633962
87161.282528 8.040431 1.544401 -2.615361
87161.287472 8.111890 1.386678 -2.596424
87161.292416 8.090693 1.331855 -2.616750
87161.297329 8.046526 1.400380 -2.663672
87161.302273 7.989683 1.420957 -2.670923
87161.307217 8.015033 1.483640 -2.658991
87161.312161 7.997595 1.518717 -2.674538
87161.317135 7.970169 1.561719 -2.730173
87161.322049 7.978866 1.641381 -2.812389
87161.326962 7.972008 1.709583 -2.927827
87161.331906 8.030405 1.773005 -3.023791
87161.336850 8.126784 1.850827 -3.099154
87161.341793 8.191390 1.900739 -3.216641
87161.346737 8.208555 1.972517 -3.364775
87161.351681 8.240086 2.075655 -3.460678
87161.356594 8.283375 2.130614 -3.572655
87161.361538 8.309817 2.179135 -3.674942
87161.366482 8.297562 2.221003 -3.713111
87161.371426 8.281477 2.272142 -3.717048
87161.376339 8.276676 2.351065 -3.753135
87161.381283 8.248381 2.376012 -3.764881
87161.386227 8.269811 2.389172 -3.755476
87161.391171 8.292183 2.397699 -3.712086
87161.396115 8.337225 2.426664 -3.620148
87161.401028 8.365516 2.486816 -3.475706
87161.405972 8.471190 2.550076 -3.395463
87161.410916 8.600993 2.581000 -3.336434
87161.415860 8.727319 2.645106 -3.148735
87161.420803 8.890264 2.694731 -2.960414
87161.425717 9.093511 2.745186 -2.805389
87161.430661 9.319839 2.813226 -2.611505
87161.435604 9.574341 2.824067 -2.401831
87161.440548 9.756052 2.881471 -2.188724
87161.445492 9.943204 2.924762 -2.008800
87161.450436 10.237469 2.958926 -1.838947
87161.455380 10.484091 2.908914 -1.694374
87161.460293 10.608511 2.831596 -1.538111
87161.465237 10.656667 2.740439 -1.439476
87161.470181 10.645524 2.667980 -1.431159
87161.475125 10.534572 2.524145 -1.579996
87161.480038 10.375126 2.452627 -1.816202
87161.484982 10.213920 2.456139 -2.144997
87161.489926 10.064935 2.458123 -2.496672
87161.494870 10.004242 2.524323 -2.840855
87161.499813 9.984827 2.662013 -3.084191
87161.504727 10.018029 2.906586 -3.332147
87161.509671 10.202896 3.123469 -3.400392
87161.514614 10.512185 3.353234 -3.420185
87161.519558 10.888443 3.743773 -3.478862
87161.524502 11.393624 4.252177 -3.541562
87161.529446 11.928276 4.756402 -3.641764
87161.534390 12.323528 5.182599 -3.816838
87161.539303 12.427457 5.404556 -3.983749
87161.544247 12.052123 5.377095 -4.157103
87161.549191 11.367498 4.942640 -4.252932
87161.554135 10.838270 4.371902 -4.421499
87161.559079 10.479652 4.000075 -4.706332
87161.563992 10.091544 3.466503 -4.943274
87161.568936 9.598540 2.970742 -5.121935
87161.573880 9.118845 2.572028 -5.265852
87161.578823 8.689152 2.295072 -5.316862
87161.583737 8.278970 2.145499 -5.293173
87161.588681 7.880974 1.998442 -5.193328
87161.593624 7.510714 2.070098 -5.116896
87161.598568 7.264839 2.183014 -5.145580
87161.603512 7.192080 2.341215 -5.106767
87161.608425 7.368842 2.533680 -5.008605
87161.613369 7.726801 2.816239 -5.014463
87161.618313 7.895409 2.953676 -5.121118
87161.623257 8.191711 3.058211 -5.359010
87161.628201 8.487531 3.106365 -5.665444
87161.633145 8.834666 3.157798 -5.916314
87161.638058 9.090753 3.237269 -6.170028
87161.643002 9.228728 3.140297 -6.364838
87161.647946 9.130622 2.891701 -6.627874
87161.652890 8.915246 2.641924 -7.065910
87161.657833 8.617514 2.262701 -7.574348
87161.662747 8.196765 1.710803 -8.051676
87161.667691 7.774409 1.213105 -8.515871
87161.672634 7.621800 0.907815 -9.118636
87161.677578 7.432256 0.625394 -9.867908
87161.682492 7.129079 0.526260 -10.661850
87161.687435 6.822422 0.488451 -11.280614
87161.692379 6.525446 0.625106 -11.659085
87161.697323 6.377452 0.928443 -11.635753
87161.702267 6.345848 1.344349 -11.268291
87161.707211 6.311682 1.748662 -10.539185
87161.712124 6.373568 2.005708 -9.528000
87161.717068 6.620942 2.160837 -8.464543
87161.722012 6.948017 2.470919 -7.506495
87161.726956 7.269727 2.762183 -6.647095
87161.731930 7.524739 2.939586 -5.833734
87161.736874 7.712724 3.067989 -5.111829
87161.741787 7.879895 3.058769 -4.354096
87161.746731 8.042978 2.936872 -3.694531
87161.751675 8.229126 2.790606 -3.166620
87161.756619 8.380183 2.642009 -2.699893
87161.761563 8.331408 2.498741 -2.309468
87161.766476 8.266428 2.414095 -1.934043
87161.771420 8.285824 2.398808 -1.597516
87161.776364 8.350336 2.397312 -1.271256
87161.781308 8.411429 2.381307 -0.922416
87161.786251 8.466887 2.308456 -0.621070
87161.791165 8.539029 2.163005 -0.319223
87161.796109 8.525217 1.968766 -0.115946
87161.801052 8.530360 1.763772 0.042734
87161.805996 8.551050 1.535290 0.217278
87161.810940 8.516514 1.288204 0.232599
87161.815884 8.420106 1.003061 0.196763
87161.820797 8.276294 0.782260 0.057319
87161.825741 8.105724 0.526568 -0.194013
87161.830685 7.900177 0.312853 -0.474226
87161.835629 7.698700 0.097959 -0.730641
87161.840573 7.550104 -0.046119 -1.028901
87161.845486 7.395976 -0.155714 -1.346375
87161.850430 7.265940 -0.188354 -1.738775
87161.855343 7.152390 -0.053011 -2.179940
87161.860287 7.138402 0.224584 -2.725676
87161.865231 7.150291 0.536701 -3.262100
87161.870175 7.172456 0.755711 -3.748635
87161.875119 7.287794 0.991131 -4.224231
87161.880032 7.437749 1.277497 -4.701594
87161.884976 7.623055 1.553575 -5.031929
87161.889920 7.728567 1.739584 -5.389347
87161.894833 7.805854 1.881151 -5.584867
87161.899777 7.771236 1.940162 -5.598454
87161.904721 7.712732 1.954996 -5.385549
87161.909664 7.725058 1.894375 -4.886905
87161.914608 7.818246 1.890520 -4.306955
87161.919552 7.898550 2.035378 -3.645127
87161.924496 7.927493 2.162820 -3.024284
87161.929440 7.970502 2.243551 -2.511956
87161.934384 8.025666 2.329789 -2.087672
87161.939328 8.092844 2.430322 -1.707269
87161.944241 8.175287 2.439155 -1.455252
87161.949185 8.368521 2.496340 -1.225841
87161.954129 8.672434 2.666465 -1.119276
87161.959042 9.025498 2.854028 -1.143663
87161.963986 9.323558 3.044967 -1.244446
87161.968930 9.584758 3.267826 -1.344510
87161.973843 9.768003 3.560309 -1.498139
87161.978787 10.084159 3.994231 -1.854141
87161.983731 10.356465 4.540168 -2.371218
87161.988675 10.332802 5.000128 -2.973244
87161.993618 10.039188 5.209640 -3.580572
87161.998532 9.589370 5.123604 -4.235138
87162.003476 9.132438 4.937420 -4.909794
87162.008450 8.872643 4.723486 -5.589909
87162.013363 8.731221 4.552668 -6.145138
87162.018307 8.621967 4.325714 -6.585913
87162.023251 8.508107 4.057681 -6.901747
87162.028164 8.404568 3.722499 -7.194836
87162.033108 8.306204 3.482550 -7.491188
87162.038052 8.233934 3.305270 -7.700112
87162.042996 8.311140 3.093520 -7.708811
87162.047940 8.567513 2.904727 -7.338299
87162.052883 8.973652 2.880940 -6.564776
87162.057827 9.602773 3.192898 -5.544862
87162.062741 10.284013 3.579754 -4.462685
87162.067685 10.884914 3.850424 -3.507437
87162.072628 11.475050 4.112051 -2.775539
87162.077542 12.013173 4.450591 -2.331119
87162.082486 12.197742 4.677879 -2.122610
87162.087429 11.862889 4.872378 -2.181364
87162.092373 11.089141 5.036312 -2.605496
87162.097317 10.385895 5.039657 -3.580717
87162.102261 9.943069 4.888845 -4.989674
87162.107174 9.551492 4.754072 -6.706636
87162.112118 9.311392 4.567899 -8.362812
87162.117062 9.339215 4.297732 -9.760939
87162.122006 9.349079 3.850393 -10.837398
87162.126919 9.319996 3.354932 -11.747516
87162.131863 9.349163 2.931980 -12.234014
87162.136807 9.390655 2.785162 -12.072197
87162.141720 9.350322 2.788202 -11.232143
87162.146664 9.386327 2.833860 -9.790512
87162.151608 9.522375 3.001755 -8.142775
87162.156552 9.632346 3.177352 -6.553112
87162.161496 9.747445 3.414059 -5.040276
87162.166439 9.893833 3.498845 -3.669807
87162.171383 10.216773 3.359250 -2.605464
87162.176327 10.685055 3.100599 -1.752242
87162.181240 11.121319 2.741231 -1.072128
87162.186184 11.492610 2.392397 -0.466528
87162.191128 11.860236 2.192897 0.058904
87162.196072 12.104478 2.118989 0.489324
87162.201016 12.194528 1.915992 0.899588
87162.205929 12.052798 1.634661 1.257070
87162.210873 11.910490 1.288421 1.577162
87162.215817 11.817096 0.892227 1.733525
87162.220761 11.702316 0.434156 1.714645
87162.225674 11.332968 -0.022759 1.500924
87162.230618 10.662661 -0.347043 1.200075
87162.235562 10.055021 -0.598126 0.813695
87162.240506 9.637089 -0.858277 0.399610
87162.245449 9.271320 -1.186126 -0.020812
87162.250393 8.886044 -1.545418 -0.451385
87162.255337 8.465569 -1.895941 -0.788664
87162.260281 8.066756 -2.255563 -1.220583
87162.265194 7.608854 -2.520645 -1.625651
87162.270138 7.194880 -2.658783 -1.949152
87162.275082 6.769847 -2.683976 -2.231559
87162.280026 6.353639 -2.466244 -2.500396
87162.284970 6.110259 -1.969589 -2.940263
87162.289883 6.160062 -1.414415 -3.285881
87162.294827 6.216721 -1.114318 -3.466420
87162.299771 6.203791 -0.816492 -3.572607
87162.304715 6.242226 -0.474440 -3.527016
87162.309658 6.331114 -0.140107 -3.448225
87162.314572 6.517694 0.246109 -3.343943
87162.319516 6.755259 0.645893 -3.222476
87162.324459 7.059521 1.035332 -3.109152
87162.329403 7.293410 1.437342 -2.990724
87162.334347 7.594079 1.775925 -2.834044
87162.339291 7.871201 2.119805 -2.714379
87162.344235 8.204807 2.431269 -2.650752
87162.349179 8.468846 2.567313 -2.578319
87162.354092 8.574227 2.550547 -2.426037
87162.359036 8.567076 2.381429 -2.227315
87162.363949 8.512251 2.154328 -2.032644
87162.368893 8.490421 2.118229 -2.036848
87162.373837 8.443652 2.142897 -2.087678
87162.378811 8.342511 2.036294 -2.160959
87162.383755 8.312149 1.951979 -2.195213
87162.388699 8.289363 1.870227 -2.300951
87162.393643 8.223998 1.699731 -2.415006
87162.398587 8.180007 1.492913 -2.567843
87162.403530 8.115580 1.342526 -2.729259
87162.408474 8.050233 1.213928 -2.826889
87162.413418 8.072970 1.112224 -2.966071
87162.418362 8.140636 1.159100 -3.036733
87162.423306 8.192369 1.218906 -3.112721
87162.428219 8.270289 1.273477 -3.071879
87162.433163 8.333420 1.392147 -3.034947
87162.438107 8.340120 1.475468 -3.082443
87162.443051 8.418245 1.557206 -3.121126
87162.447964 8.464631 1.635545 -3.180509
87162.452908 8.464475 1.740540 -3.237652
87162.457852 8.452337 1.878787 -3.260832
87162.462796 8.497842 1.963757 -3.257157
87162.467739 8.534898 2.030444 -3.204238
87162.472653 8.628237 2.114477 -3.153369
87162.477597 8.707933 2.183205 -3.071772
87162.482540 8.855790 2.307531 -2.930130
87162.487484 9.040396 2.388172 -2.722796
87162.492428 9.201509 2.536892 -2.474938
87162.497372 9.451906 2.638770 -2.256244
87162.502285 9.702807 2.753559 -2.001717
87162.507229 9.971796 2.911622 -1.753948
87162.512173 10.258826 3.099792 -1.546989
87162.517117 10.425954 3.230665 -1.376199
87162.522061 10.571094 3.344626 -1.264773
87162.526974 10.683527 3.473760 -1.208374
87162.531887 10.701815 3.544011 -1.274598
87162.536831 10.679775 3.603834 -1.431200
87162.541775 10.552423 3.568065 -1.702257
87162.546719 10.449059 3.490413 -1.942945
87162.551632 10.452250 3.281552 -2.204985
87162.556607 10.507548 3.217452 -2.412855
87162.561550 10.642155 3.181954 -2.564044
87162.566494 10.837072 3.189334 -2.673056
87162.571438 11.183594 3.346801 -2.760036
87162.576382 11.588342 3.538382 -2.889045
87162.581295 12.054083 3.906821 -3.052960
87162.586209 12.474951 4.310416 -3.253235
87162.591153 12.678391 4.607502 -3.531232
87162.596096 12.529728 4.785141 -3.815285
87162.601010 11.883313 4.629334 -4.024555
87162.605923 11.051477 4.180212 -4.183687
87162.610867 10.431930 3.797423 -4.444693
87162.615811 9.945532 3.461752 -4.702841
87162.620755 9.468881 3.084491 -4.930345
87162.625668 8.954215 2.742464 -5.178299
87162.630612 8.446369 2.470716 -5.342678
87162.635556 7.955827 2.318111 -5.467263
87162.640530 7.397492 2.113575 -5.605014
87162.645474 7.045090 1.977081 -5.616486
87162.650418 6.855556 2.094667 -5.606818
87162.655362 6.949480 2.399538 -5.585382
87162.660305 7.402378 2.828144 -5.562774
87162.665219 8.067565 3.295208 -5.265450
87162.670132 8.812737 3.742021 -4.813065
87162.675045 9.507678 4.025830 -4.479189
87162.679989 10.035590 4.120520 -4.459628
87162.684933 10.457835 4.323791 -4.907584
87162.689877 10.832779 4.558689 -5.757828
87162.694821 10.956613 4.594235 -6.704332
87162.699734 10.606033 4.216970 -7.491333
87162.704708 9.807834 3.367174 -8.076802
87162.709652 8.926646 2.385963 -8.513864
87162.714596 8.222372 1.630271 -8.987493
87162.719540 7.829938 1.091413 -9.565773
87162.724453 7.423121 0.472873 -10.168512
87162.729428 6.923927 -0.118639 -10.787346
87162.734372 6.371762 -0.573292 -11.353054
87162.739254 5.887412 -0.668969 -11.852859
87162.744229 5.654817 -0.289971 -12.261685
87162.749173 5.627055 0.388471 -12.472907
87162.754116 5.717392 1.134023 -12.319591
87162.759030 5.778018 1.781564 -11.696215
87162.763974 6.003300 2.258671 -10.648628
87162.768917 6.437079 2.601699 -9.361882
87162.773861 7.003589 2.932402 -8.052123
87162.778805 7.447216 3.165979 -6.820852
87162.783718 7.707347 3.309956 -5.761713
87162.788662 7.899783 3.461995 -4.841029
87162.793606 8.103095 3.449379 -3.999045
87162.798550 8.142324 3.317895 -3.241504
87162.803494 8.083660 3.163692 -2.672933
87162.808407 8.029525 2.987370 -2.161883
87162.813351 7.923486 2.892137 -1.706394
87162.818295 7.856704 2.817331 -1.235296
87162.823239 7.856772 2.689056 -0.776274
87162.828183 7.821324 2.622474 -0.281557
87162.833126 7.744941 2.484605 0.095026
87162.838070 7.862643 2.329980 0.431896
87162.842984 7.943028 2.207025 0.732848
87162.847927 7.976435 2.028803 1.004845
87162.852871 8.000621 1.781157 1.173851
87162.857815 8.012496 1.473486 1.173304
87162.862728 7.989403 1.143688 1.105700
87162.867672 7.945483 0.828613 0.993491
87162.872616 7.959235 0.518849 0.834847
87162.877560 7.869352 0.201195 0.602675
87162.882504 7.738850 -0.011805 0.396288
87162.887417 7.549755 -0.180619 0.126627
87162.892361 7.389153 -0.315697 -0.160748
87162.897305 7.233304 -0.467573 -0.585729
87162.902249 7.042957 -0.478038 -1.175478
87162.907193 6.986486 -0.405503 -1.953436
87162.912106 6.943954 -0.233578 -2.818239
87162.917050 6.874815 -0.144821 -3.618740
87162.921994 6.777688 -0.078784 -4.294576
87162.926937 6.706034 0.029570 -4.799827
87162.931881 6.634421 0.229872 -5.165402
87162.936795 6.596603 0.465275 -5.315763
87162.941708 6.595237 0.733698 -5.274274
87162.946652 6.643371 1.034331 -5.062964
87162.951626 6.741908 1.304500 -4.720738
87162.956570 6.921196 1.543579 -4.310940
87162.961514 7.177888 1.809184 -3.934038
87162.966427 7.351149 2.031344 -3.509895
87162.971371 7.486376 2.217245 -3.032007
87162.976315 7.639429 2.326377 -2.619345
87162.981259 7.983275 2.425820 -2.274686
87162.986203 8.260734 2.569852 -2.015972
87162.991116 8.576023 2.754563 -1.826575
87162.996060 8.924184 3.019192 -1.740763
87163.001004 9.277978 3.420598 -1.734202
87163.005947 9.510444 3.968050 -1.846683
87163.010891 9.826084 4.663637 -2.018204
87163.015835 10.220210 5.221208 -2.241344
87163.020748 10.570130 5.499978 -2.550830
87163.025662 10.761721 5.619403 -2.929061
87163.030606 10.799892 5.658948 -3.453152
87163.035550 10.640020 5.642603 -4.125564
87163.040524 10.392161 5.523808 -4.821643
87163.045437 10.188063 5.215022 -5.420023
87163.050381 9.991884 4.535512 -5.860775
87163.055325 9.769857 3.755889 -6.151913
87163.060238 9.603137 3.095631 -6.347324
87163.065152 9.377141 2.634789 -6.389944
87163.070095 9.177048 2.247656 -6.295820
87163.075039 9.092441 1.886544 -6.027651
87163.079983 9.324006 1.703591 -5.463358
87163.084927 9.919529 1.765804 -4.600719
87163.089871 10.653629 2.048061 -3.683510
87163.094784 11.487057 2.411159 -2.739305
87163.099728 12.301114 2.758547 -1.785348
87163.104672 12.944570 3.114666 -1.064764
87163.109616 13.396425 3.412192 -0.712176
87163.114560 13.425546 3.740653 -0.835540
87163.119473 12.682529 4.135480 -1.522297
87163.124417 11.799202 4.386438 -2.815524
87163.129361 11.328006 4.540962 -4.393073
87163.134304 10.905386 4.847854 -6.087297
87163.139248 10.376227 5.120674 -7.840738
87163.144162 9.953537 5.246043 -9.387736
87163.149105 9.585934 5.118197 -10.669169
87163.154049 9.183664 5.098579 -11.784982
87163.158993 8.645288 5.398002 -12.798608
87163.163937 7.840899 5.347802 -13.169122
87163.168881 7.107231 4.610602 -12.690982
87163.173825 6.845198 3.386805 -11.475937
87163.178738 7.158935 2.880958 -10.041764
87163.183682 7.583673 3.091987 -8.472931
87163.188626 7.869870 3.244369 -6.827684
87163.193570 8.204148 3.162381 -5.321412
87163.198483 8.770211 3.134881 -3.982980
87163.203427 9.528443 3.141227 -2.786981
87163.208371 10.262942 3.000538 -1.718208
87163.213314 10.969801 2.701813 -0.784901
87163.218258 11.712591 2.339914 -0.022538
87163.223202 12.266990 1.929289 0.617046
87163.228115 12.628345 1.531468 1.129959
87163.233059 12.702359 1.209120 1.492570
87163.238003 12.500646 1.009084 1.703543
87163.242916 12.142486 0.835686 1.763562
87163.247891 11.604337 0.650234 1.550184
87163.252835 11.067176 0.380465 1.082188
87163.257779 10.515373 -0.034971 0.460046
87163.262722 10.015749 -0.615418 0.001015
87163.267666 9.500401 -1.155350 -0.475170
87163.272580 8.918794 -1.458645 -0.964102
87163.277523 8.575065 -1.633336 -1.390701
87163.282437 8.283127 -1.869730 -1.746288
87163.287381 8.052655 -2.012597 -2.100124
87163.292324 7.845221 -2.092173 -2.520425
87163.297268 7.559680 -2.027164 -2.965064
87163.302182 7.281758 -1.656725 -3.515684
87163.307125 7.187845 -1.209171 -4.003579
87163.312069 7.116573 -0.961570 -4.319928
87163.317013 6.969006 -0.810066 -4.518876
87163.321957 6.851811 -0.568791 -4.564522
87163.326870 6.834689 -0.286359 -4.565014
87163.331814 6.849700 -0.026777 -4.445812
87163.336727 6.936300 0.248902 -4.336775
87163.341702 7.116032 0.523897 -4.193550
87163.346676 7.300123 0.711313 -3.975919
87163.351620 7.391058 0.917116 -3.725440
87163.356564 7.558558 1.062791 -3.500523
87163.361477 7.699859 1.142391 -3.196570
87163.366421 7.813331 1.257205 -2.954895
87163.371365 7.941463 1.327341 -2.749106
87163.376278 7.980455 1.398587 -2.522542
87163.381222 8.001629 1.437417 -2.351656
87163.386166 8.021339 1.481014 -2.216072
87163.391110 8.039952 1.550876 -2.168230
87163.396054 8.047407 1.609682 -2.120654
87163.400998 8.059143 1.630588 -2.061030
87163.405911 8.030576 1.643980 -1.989040
87163.410855 8.053408 1.644758 -1.989722
87163.415799 7.973754 1.630674 -2.052292
87163.420742 7.966463 1.621476 -2.125668
87163.425656 7.980757 1.612175 -2.244617
87163.430600 7.967071 1.589873 -2.366073
87163.435543 7.932019 1.635924 -2.522246
87163.440487 7.860308 1.643661 -2.701974
87163.445401 7.841961 1.685309 -2.818275
87163.450344 7.907995 1.736003 -2.947465
87163.455288 7.847325 1.824130 -3.037764
87163.460232 7.862018 2.017498 -3.199365
87163.465145 7.831732 2.164930 -3.351420
87163.470089 7.764826 2.296902 -3.525801
87163.475033 7.710904 2.608585 -3.704320
87163.479977 7.588249 2.997355 -3.874651
87163.484921 7.506542 3.251856 -3.992679
87163.489865 7.472788 3.303916 -4.005269
87163.494809 7.543610 3.222045 -3.902359
87163.499752 7.770669 2.994584 -3.670923
87163.504696 8.042061 2.828929 -3.419889
87163.509640 8.300489 2.871819 -3.238489
87163.514553 8.587116 2.940002 -2.997588
