,time,pos_x,pos_y,pos_z,speed_x,speed_y,speed_z,bias_x,bias_y,bias_z
0,632381.535607829,0.052270,0.165455,0.107815,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,632381.540551676,0.052270,0.165455,0.107815,-0.000125,-0.000187,0.000255,-0.000011,-0.000011,0.000019
2,632381.545495524,0.052270,0.165454,0.107816,-0.000145,-0.000272,0.000646,-0.000021,-0.000022,0.000039
3,632381.550439372,0.052269,0.165453,0.107819,-0.000106,-0.000391,0.000793,-0.000032,-0.000033,0.000058
4,632381.555352702,0.052268,0.165451,0.107823,-0.000013,-0.000367,0.000821,-0.000042,-0.000044,0.000077
5,632381.560296549,0.052268,0.165449,0.107827,0.000211,-0.000085,0.000791,-0.000053,-0.000055,0.000096
6,632381.565240397,0.052269,0.165449,0.107831,0.000378,0.000324,0.000470,-0.000064,-0.000066,0.000116
7,632381.570184245,0.052271,0.165450,0.107833,0.000521,0.000904,0.000140,-0.000074,-0.000077,0.000135
8,632381.575128092,0.052274,0.165454,0.107834,0.000618,0.001544,-0.000139,-0.000085,-0.000087,0.000154
9,632381.580071940,0.052278,0.165461,0.107833,0.000973,0.002282,-0.000476,-0.000095,-0.000098,0.000174
10,632381.584985270,0.052285,0.165472,0.107831,0.001319,0.002925,-0.000827,-0.000106,-0.000109,0.000193
11,632381.589929118,0.052293,0.165485,0.107827,0.001450,0.003698,-0.001266,-0.000117,-0.000120,0.000212
12,632381.594872965,0.052303,0.165502,0.107821,0.001630,0.004377,-0.001798,-0.000127,-0.000131,0.000231
13,632381.599816813,0.052315,0.165522,0.107812,0.001820,0.004986,-0.002263,-0.000138,-0.000142,0.000251
14,632381.604791178,0.052327,0.165545,0.107800,0.001928,0.005691,-0.002741,-0.000149,-0.000153,0.000270
15,632381.609704508,0.052341,0.165571,0.107787,0.001878,0.006410,-0.003100,-0.000159,-0.000164,0.000289
16,632381.614617838,0.052355,0.165600,0.107771,0.001887,0.007045,-0.003490,-0.000170,-0.000175,0.000309
17,632381.619561686,0.052370,0.165633,0.107754,0.001839,0.007250,-0.003849,-0.000180,-0.000186,0.000328
18,632381.624505534,0.052384,0.165667,0.107735,0.001677,0.007201,-0.004146,-0.000191,-0.000197,0.000347
19,632381.629449381,0.052398,0.165701,0.107714,0.001583,0.007216,-0.004498,-0.000201,-0.000208,0.000367
20,632381.634362711,0.052411,0.165735,0.107692,0.001441,0.007107,-0.004829,-0.000212,-0.000219,0.000386
21,632381.639306559,0.052424,0.165768,0.107668,0.001190,0.007043,-0.004987,-0.000223,-0.000229,0.000405
22,632381.644250407,0.052435,0.165802,0.107643,0.001051,0.006958,-0.005040,-0.000233,-0.000240,0.000424
23,632381.649194254,0.052446,0.165835,0.107618,0.000796,0.006764,-0.004983,-0.000244,-0.000251,0.000444
24,632381.654138102,0.052455,0.165867,0.107593,0.000513,0.006620,-0.005024,-0.000254,-0.000262,0.000463
